ARAF	MAP2K1	activates
MAP2K1	MAPK3	activates
MAP2K1	MAPK1	activates
MAP2K3	MAPK8	activates
MAP2K6	MAPK8	activates
CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	PAK1	activates
RAC1	PAK1	activates
CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	MAP3K1	activates
MAP3K7	CHUK	activates
MAP3K7	IKBKB	activates
CUL2	ELOC	activates
MAPK13	MAPKAPK2	activates
MAPK13	MAPKAPK2	activates
MAPK12	MAPKAPK2	activates
JAK3	STAT3	activates
MAP2K1	MAPK3	activates
MAP2K1	MAPK1	activates
MAP3K1	MAP2K1	activates
MAP3K1	MAP2K1	activates
MAP3K11	MAP2K7	activates
RPS6KA2	GSK3B	inactivates
RPS6KA1	GSK3B	inactivates
PIAS3	STAT3	inactivates
PIAS3	STAT3	inactivates
PIAS3	STAT3	inactivates
PIAS3	STAT3	inactivates
MTOR	RPS6KB1	activates
DVL2	GSK3B	inactivates
MAPK6	FOS	activates
MAPK1	FOS	activates
PTPN13	FAS	inactivates
CSNK2A1:CSNK2A2:CSNK2B	CTNNB1	activates
DVL2	CTNNB1	activates
DVL2	CTNNB1	activates
ARAF	MAP2K1	activates
AKT1	RAF1	inactivates
MAPK6	MAPKAPK2	activates
MAPK7	MAPKAPK2	activates
MAPK6	MAPKAPK2	activates
MAPK6	RPS6KA1	activates
MAPK6	RPS6KA3	activates
MAPK6	RPS6KA2	activates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
GSK3B	CTNNB1	inactivates
PAK2	MAPK9	activates
DUSP10	MAPK14	inactivates
MAPK6	PTPN7	activates
PTPN7	MAPK1	inactivates
MAPK6	MAPKAPK3	activates
MAPK14	MAPKAPK2	activates
MAPK14	MAPKAPK3	activates
MAPK14	MAPKAPK3	activates
MAPK14	MAPKAPK3	activates
RARB	CTNNB1	activates
RARA	CTNNB1	activates
CASP9	AKT2	inactivates
IQGAP1	CTNNB1	activates
COPS5	JUN	activates
GSK3B	CDH1	inactivates
MAP2K4	RARB	inactivates
MAP2K3	MAPK14	activates
MAP2K4	MAPK14	activates
MAP2K6	MAPK14	activates
MAP2K6	MAPK14	activates
MAP2K6	MAPK11	activates
MAPK11	MAPKAPK3	activates
MAPK11	MAPKAPK3	activates
MAPK11	MAPKAPK2	activates
MAPK14	RPS6KA5	activates
MAPK14	RPS6KA5	activates
MAPK14	RPS6KA5	activates
MAPK14	RPS6KA5	activates
MAPK11	RPS6KA5	activates
MAPK11	RPS6KA5	activates
MAP3K1	CHUK	activates
MAP3K1	CHUK	activates
MAP3K1	CHUK	activates
MAP3K1	IKBKB	activates
MAP2K6	MAP2K6	inactivates
MAP3K7	MAP2K6	inactivates
MAPK6	RPS6KA5	activates
MAPK7	RPS6KA5	activates
MAPK1	JUN	activates
IRS1	FYN	activates
NFKBIA	UBE2I	activates
APAF1	CASP9	activates
MAPK6	RPS6KB1	activates
CSNK2A1:CSNK2A2:CSNK2B	JUN	inactivates
MAP3K1	MAP2K7	activates
MAP3K3	MAP2K7	activates
MAP3K3	MAP2K7	activates
MAP3K12	MAP2K7	activates
CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	PAK2	activates
MAP3K10	MAP2K7	activates
CHUK	NFKBIA	inactivates
CHUK	CHUK:IKBKB	activates
MAPK14	MAPK14	inactivates
MAP2K4	MAPK14	inactivates
MAP2K6	MAPK11	inactivates
MAPK14	EGFR	activates
MAPK14	ERBB2	activates
MAPK14	ERBB2	activates
MAPK14	ERBB2	activates
MAP2K3	MAPK14	inactivates
MAP3K10	MAP2K7	inactivates
MAP2K4	MAP2K4	inactivates
MAP3K11	MAP2K4	inactivates
MAP3K10	MAP2K4	activates
MAP3K1	IKBKB	inactivates
MAP3K1	IKBKB	inactivates
MAP3K1	CHUK	inactivates
MAP3K1	CHUK	inactivates
MAP3K10	MAP2K3	activates
MAP2K6	MAPK14	inactivates
MAP3K10	MAP2K6	inactivates
MAPK14	MAPKAPK2	inactivates
RB1	ABL1	inactivates
PPM1D	MAPK11	activates
MAPK14	CSNK2A1:CSNK2A2:CSNK2B	activates
MAPK14	CSNK2A1:CSNK2A2:CSNK2B	activates
MAPK14	CSNK2A1:CSNK2A2:CSNK2B	activates
MAPK9	MAPK9	inactivates
MAP2K4	MAPK9	inactivates
DUSP10	MAPK9	activates
DUSP10	MAPK9	activates
MAPK9	TP53	activates
MAP3K2	MAP2K7	inactivates
MAP2K4	MAPK8	activates
CHEK1	CDC25A	inactivates
TP53	MDM2	activates
CDC25C	CDK1	activates
ATM	CHEK2	inactivates
CASP3	PRKCD	inactivates
CASP3	ATM	inactivates
CASP9	CASP3	activates
MTOR	MTOR:RPTOR	activates
KSR1	MAP2K1	inactivates
RAF1	NFKBIA	inactivates
SGK1	FOXO3	inactivates
RELA	CSNK2A1:CSNK2A2:CSNK2B:RELA	activates
CSNK2A1:CSNK2A2:CSNK2B:RELA	CSNK2A1:CSNK2A2:CSNK2B	activates
NFKBIA	CSNK2A1:CSNK2A2:CSNK2B	activates
IKBKB	RELA	inactivates
SGK1	BRAF	inactivates
CHUK:IKBKB	RELA	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
MAP3K1	STAT3	inactivates
DUSP4	MAPK1	activates
EP300	FOS	inactivates
EP300	FOS	inactivates
PPARG	FOS	inactivates
MAPK12	CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	activates
MAPK11	CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	activates
MAPK13	CYBA:CYBB:NCF1:NCF2:NCF4:RAC1:SYTL1	activates
PKN1	AKT1	activates
SGK1	GSK3B	inactivates
PRKACA	GSK3B	inactivates
PRKACA	GSK3B	inactivates
RPS6KA1	FOS	inactivates
RPS6KA1	FOS	inactivates
RPS6KA1	FOS	inactivates
RPS6KA1	FOS	inactivates
RPS6KA3	FOS	activates
MAPK9	JUN	inactivates
RAD23A	EP300	inactivates
MAPK8	JUN	inactivates
AKT1	RAC1	inactivates
AKT1	EP300	inactivates
IKBKB	NFKBIA	inactivates
MAP2K7	MAPK8	activates
MAP3K4	MAP2K6	activates
MAPK9	JUN	inactivates
MAP3K11	MAP2K7	inactivates
MAP3K12	MAP2K7	inactivates
MAP2K7	MAPK8	inactivates
MAPK1	MAPK1	inactivates
DUSP7	MAPK1	inactivates
DUSP7	MAPK14	activates
MAPK14	MAPK14	inactivates
DUSP10	MAPK14	inactivates
MAP2K3	MAP2K3	inactivates
MAP3K20	MAP2K3	inactivates
MAP3K20	MAP2K6	inactivates
MAP3K20	MAP2K6	inactivates
PPM1A	MAPK11	inactivates
MAPK13	MAPK14	activates
PPM1A	MAPK14	activates
PPM1A	MAPK14	inactivates
PPM1A	MAPK13	activates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	inactivates
RPS6KA5	STAT3	activates
RPS6KA5	STAT3	activates
RPS6KA5	STAT3	activates
RPS6KA5	STAT3	activates
MAPK1	RPS6KA5	inactivates
MAPK14	RPS6KA5	inactivates
MAPK11	RPS6KA5	inactivates
MAPK8	RPS6KA1	activates
MAPK8	RPS6KA1	activates
MAPK9	RPS6KA1	activates
MAP2K7	MAPK13	activates
MAPK14	MAPKAPK2	inactivates
MAPK14	MAPKAPK2	inactivates
MAPK14	MAPKAPK2	inactivates
MAPK14	MAPKAPK2	inactivates
MAPK11	MAPKAPK2	inactivates
MAPK12	MAPKAPK2	inactivates
MAPK12	MAPKAPK2	inactivates
MAPK14	RPS6KA5	inactivates
CSNK2A1:CSNK2A2:CSNK2B	CTNNB1	inactivates
CSNK2A1:CSNK2A2:CSNK2B	CTNNB1	inactivates
JAG1	NOTCH1	activates
HRAS	RAF1	activates
EIF2AK2:PDGFB:PDGFRB	STAT3	inactivates
EIF2AK2:PDGFB:PDGFRB	STAT3	inactivates
EIF2AK2:PDGFB:PDGFRB	STAT3	inactivates
EIF2AK2:PDGFB:PDGFRB	STAT3	inactivates
EIF2AK2	EIF2AK2:PDGFB:PDGFRB	activates
MAPK8	TP53	inactivates
MAPK8	TP53	inactivates
IKBKG	CYLD	inactivates
MAP3K2	MAP2K7	activates
MAP3K3	MAP2K4	inactivates
MAP3K3	MAP2K4	inactivates
RPS6KA5	STK11	inactivates
RPS6KA5	STK11	inactivates
RPS6KA1	STK11	inactivates
SGK1	HTT	inactivates
HTT	CREBBP	inactivates
MAPK14	CASP3	inactivates
MAPK14	CASP3	inactivates
MAPK14	CASP3	inactivates
MAPK14	CASP3	inactivates
FYN	CTNNB1	inactivates
TP53	AURKA	inactivates
TP53	AURKA	inactivates
TP53	AURKA	inactivates
GSK3B	SNAI1	inactivates
GSK3B	SNAI1	inactivates
GSK3B	SNAI1	inactivates
GSK3B	SNAI1	inactivates
GSK3B	SNAI1	inactivates
GSK3B	SNAI1	inactivates
SETD7	TP53	inactivates
ING1	SIRT1	inactivates
ING1	TP53	activates
PIAS1	JUN	inactivates
PIAS1	JUN	inactivates
CDK1	PLK1	inactivates
CDK1	PLK1	inactivates
STK10	PLK1	inactivates
STK10	PLK1	inactivates
PRKACA	PLK1	activates
PRKACA	PLK1	activates
PRKACA	PLK1	activates
AURKA	LATS2	activates
SIRT1	EP300	activates
CDK5	CTNNB1	inactivates
CDK5	CTNNB1	inactivates
EGFR	CTNNB1	inactivates
EGFR	CTNNB1	inactivates
ERBB2	CTNNB1	inactivates
ERBB2	CTNNB1	inactivates
CHUK	CTNNB1	inactivates
CHUK	CTNNB1	inactivates
CHUK	CTNNB1	inactivates
CHUK	CTNNB1	inactivates
IKBKB	CTNNB1	inactivates
IKBKB	CTNNB1	inactivates
IKBKB	CTNNB1	inactivates
PTPN1	CTNNB1	activates
RPS6KA2	FOS	inactivates
RPS6KA2	FOS	inactivates
RPS6KA2	FOS	inactivates
RPS6KA2	FOS	inactivates
ABL1	JUN	inactivates
GSK3B	JUN	inactivates
GSK3B	JUN	inactivates
GSK3B	JUN	inactivates
CDC25A	EGFR	activates
ERBB2	ERBB3	inactivates
MAPK3	MAPK3	inactivates
JAK3	MAPK3	inactivates
JAK3	MAPK1	inactivates
RIPK2	MAPK1	inactivates
MAPK1	MAPK1	inactivates
DUSP22	MAPK1	inactivates
MAPK1	MAPK1	inactivates
DUSP22	MAPK1	inactivates
MAPK7	MAPK7	activates
MAP2K1	GSK3B	inactivates
GSK3B	CTNNB1	activates
CUL2	HIF1A	inactivates
EIF2AK2	NFKBIA	inactivates
RPS6KA1	NFKBIA	inactivates
RPS6KA1	NFKBIA	inactivates
PTPN13	NFKBIA	activates
DUSP10	MAPK8	activates
MAPK11	MAPKAPK2	inactivates
MAPK11	MAPKAPK2	inactivates
BRAF	MAP2K1	inactivates
MAPK7	MAP2K5	inactivates
MAPK14	MAPK14	inactivates
MAP2K3	MAPK14	inactivates
MAPK14	MAPK14	inactivates
MAP2K4	MAPK14	inactivates
MAPK14	MAPK14	inactivates
MAP2K7	MAPK14	inactivates
MAP2K3	MAPK13	inactivates
MAP2K6	MAPK13	inactivates
CDK5	PAK1	inactivates
CDK1	PLK1	inactivates
MAPK8	SPI1	inactivates
MAPK8	SPI1	inactivates
MAPK8	SPI1	inactivates
SPI1	ZBTB17	activates
RPS6KA1	RPS6KA1	inactivates
CDK5	STAT3	inactivates
CDK5	STAT3	inactivates
CDK5	STAT3	inactivates
CDK5	STAT3	inactivates
MAPK8	STAT3	inactivates
MAPK8	STAT3	inactivates
MAPK8	STAT3	inactivates
MAPK8	STAT3	inactivates
MAPK8	STAT3	inactivates
MAPK8	STAT3	inactivates
MAPK8	STAT3	inactivates
MAPK8	STAT3	inactivates
MAPK8	STAT3	inactivates
MAPK8	STAT3	inactivates
MAPK8	STAT3	inactivates
MAPK8	STAT3	inactivates
MTOR	STAT3	inactivates
MTOR	STAT3	inactivates
MTOR	STAT3	inactivates
MTOR	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
MAPK14	STAT3	inactivates
AKT1	GSK3B	activates
EGFR	CTNNB1	activates
EGFR	CTNNB1	activates
GSK3B	JUN	activates
GSK3B	JUN	activates
CHUK	CTNNB1	activates
CHUK	CTNNB1	activates
IKBKB	CTNNB1	activates
IKBKB	CTNNB1	activates
MAPK8	STAT3	activates
MAP2K1	GSK3B	activates
MAP2K7	MAPK14	activates
MAPK14	STAT3	activates
MAPK14	STAT3	activates
MAPK14	STAT3	activates
MAPK14	STAT3	activates
RIPK2	MAPK1	activates
RPS6KA1	NFKBIA	activates
MTOR	MTOR:RICTOR	activates
PPM1D	CHEK1	activates
MAPK8	RARA	inactivates
MAPK8	RARA	inactivates
MAPK9	RARA	inactivates
MAPK1	MAPK1	inactivates
MAP2K1	MAPK1	inactivates
AKT1	PTPN1	inactivates
AKT1	PTPN1	inactivates
MAPK11	JUN	inactivates
MAPK13	JUN	inactivates
MAPK11	JUN	inactivates
MAPK13	JUN	inactivates
MAPK12	JUN	inactivates
MAPK11	JUN	inactivates
MAPK12	JUN	inactivates
MAPK11	JUN	inactivates
MAPK11	JUN	inactivates
MAPK13	JUN	inactivates
MAPK13	JUN	inactivates
MAPK12	JUN	inactivates
MAPK11	JUN	inactivates
MAPK12	JUN	inactivates
MAP2K5	MAPK1	inactivates
MAPK6	MAPK3	activates
MAPK6	MAPK1	activates
MAPK6	EGFR	inactivates
MAPK7	EGFR	inactivates
MAPK6	EGFR	inactivates
MAPK6	ERBB2	inactivates
MAPK7	ERBB2	inactivates
MAPK1	ERBB2	inactivates
MAPK6	ERBB2	inactivates
MAPK6	EGFR	inactivates
MAPK7	EGFR	inactivates
MAP3K2	MAP2K1	inactivates
RAF1	MAP2K1	inactivates
RAF1	MAP2K1	inactivates
RAF1	MAP2K1	inactivates
RAF1	MAP2K1	inactivates
RAF1	MAP2K1	inactivates
RAF1	MAP2K5	inactivates
RAF1	MAP2K5	inactivates
NOTCH1	TCF3	activates
MAP2K1	TCF3	activates
MAP2K1	MAPK3	inactivates
NOTCH1	TCF3	activates
NOTCH1	TCF3	activates
NOTCH1	TCF3	activates
MAPK3	TCF3	inactivates
MAPK1	TCF3	inactivates
MAPK1	TCF3	inactivates
MAPK1	TCF3	inactivates
MAPK1	TCF3	inactivates
PRKCA	MAPK3	inactivates
PRKCA	MAPK1	inactivates
MAPK13	MAPK13	activates
MAPK13	MAPK14	activates
MAP3K1	MAP2K4	inactivates
MAP2K4	MAP2K4	inactivates
MAP3K1	MAP2K4	inactivates
RAF1	MAPK3	inactivates
RAF1	MAPK1	inactivates
RAF1	MAPK1	inactivates
RAF1	MAPK1	inactivates
MAPK8	CDC25C	inactivates
MAPK8	CDC25C	inactivates
CDC25C	CDC25C	inactivates
PKN1	CDC25C	inactivates
MAPK14	MAPK14	inactivates
PBK	MAPK14	inactivates
CDK1	FOS	inactivates
MAP3K11	CHUK	inactivates
MAPK1	STAT3	inactivates
MAPK1	STAT3	inactivates
MAPK1	STAT3	inactivates
MAPK1	STAT3	inactivates
MAPK7	FOS	inactivates
MAPK7	FOS	inactivates
MAPK7	FOS	inactivates
MAP3K7	KSR1	inactivates
MAPK14	JUN	inactivates
MAPK14	JUN	inactivates
MAPK14	JUN	inactivates
MAPK14	JUN	inactivates
MAPK14	JUN	inactivates
MAPK14	JUN	inactivates
MAPK14	JUN	inactivates
MAPK14	JUN	inactivates
MAP3K11	IKBKB	inactivates
RPS6KA5	AKT1	inactivates
RPS6KA5	AKT1	inactivates
ARAF	MAP2K1	inactivates
ARAF	MAP2K1	inactivates
ARAF	MAP2K1	inactivates
MAP3K3	MAP2K5	inactivates
MAP3K3	MAP2K5	inactivates
MAPK8	RPS6KB1	inactivates
MAPK8	RPS6KB1	inactivates
MAPK9	RPS6KB1	inactivates
RPS6KA1	GSK3B	inactivates
RPS6KB1	GSK3B	inactivates
AKT1	RAF1	inactivates
HIF1A	JUN	activates
HIF1A	MAPK1	activates
PTPN7	MAPK1	activates
FAS	RAF1	activates
AR	FOS	activates
CREB1	FOS	activates
AKT1	GSK3B	inactivates
MAP2K7	JUN	inactivates
